Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL3692664,0,C[C@H](CN1CCCC1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,11,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL4476057,0,O=C(CCCCSc1nc(-c2ccc3ccccc3c2)cc(=O)[nH]1)NO,IC50,>,50000,nM,0,CHEMBL4327281,Inhibition of recombinant human HDAC4 using Boc-Lys(trifluoroacetyl)-AMC as substrate by homogeneous fluorescence release assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4325862,1,Scientific Literature,Eur J Med Chem,2019,None
CHEMBL3692676,0,CCCN(C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1F,IC50,=,1.2,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692677,0,CC(CN(C)C)N(C)C(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1F,IC50,=,180,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692678,0,CCCN(CC)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,0.75,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL462202,0,O=C(Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1)N1CCCC1,IC50,=,60,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL512043,0,O=C(c1ccc(-c2nc(-c3ccccn3)no2)s1)C(F)(F)F,IC50,=,90,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL4438566,0,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccccc32)cc1,Inhibition,<,20,%,0,CHEMBL4370375,Inhibition of recombinant N-terminal GST/His-tagged human HDAC4 (627 to 1084 residues) expressed in baculovirus expression system at 10 uM using fluorogenic ZMTFAL as substrate incubated for 90 mins by fluorescence assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4368915,1,Scientific Literature,J Med Chem,2019,None
CHEMBL4069853,0,O=C(/C=C/c1ccc(S(=O)(=O)NCCc2cccc3[nH]ccc23)cc1)NO,IC50,>,100,nM,0,CHEMBL4020988,Inhibition of recombinant human full length HDAC4 using Fluor-de-Lys as substrate after 60 mins by spectrofluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4020709,1,Scientific Literature,Eur J Med Chem,2017,None
CHEMBL2413295,0,O=C(/C=C/c1ccc(CN(CCCOc2ccccc2)Cc2ccccc2)o1)NO,IC50,=,12290,nM,0,CHEMBL2416768,Inhibition of human recombinant HDAC4 using p53 residues 379-382 (RHKKAc) as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2413039,1,Scientific Literature,Bioorg Med Chem,2013,None
CHEMBL317814,0,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccccc2)cc1)NO,EC50,=,5000,nM,0,CHEMBL811365,Inhibition of acetylation of histone-4 in human T-24 cancer cells,F,BAO_0000219,cell-based format,None,None,None,T-24,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,CHEMBL3307700
CHEMBL359303,1,Nc1ccccc1NC(=O)/C=C/c1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)cc2)cc1,EC,=,5,uM,0,CHEMBL811364,Inhibition of acetylation of histone-4 in human T-24 cancer cells,F,BAO_0000219,cell-based format,None,None,None,T-24,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,CHEMBL3307700
CHEMBL561209,0,COc1ccc(-c2ccc(/C=C/C(=O)NO)cc2)cc1,IC50,=,99400,nM,0,CHEMBL3238607,Inhibition of human HDAC4 using fluorogenic tetrapeptide RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3232764,1,Scientific Literature,Eur J Med Chem,2014,None
CHEMBL3109983,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2c(c1)CN(CC(F)(F)F)C2=O,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109977,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2ncc(C3CC3)nc2c1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109999,0,Cc1nc2cc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)ccc2s1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109995,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cncc(C(F)(F)F)c1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110021,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110016,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cccc(-c2ncc(F)cn2)c1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110009,0,CC1(C)CN(c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2)C1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110009,0,CC1(C)CN(c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2)C1,IC50,=,3200,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110008,0,O=C(NO)[C@H]1C[C@@H]1c1ccccc1,IC50,>,50000,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110007,0,O=C(NO)[C@H]1C[C@H]1c1ccccc1,IC50,>,50000,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL396097,0,O=C(NO)C(c1ccccc1)c1ccccc1,IC50,=,2900,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL518821,0,O=C(c1ccc(-c2nc(COc3ccc(-c4nnco4)cc3)no2)s1)C(F)(F)F,IC50,=,260,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL154574,0,O=C(/C=C/c1ccccc1)NO,IC50,=,19460,nM,0,CHEMBL2340967,Inhibition of HDAC4 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2331470,1,Scientific Literature,J Med Chem,2013,None
CHEMBL3109998,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cn2cc(C(F)(F)F)nc2s1,IC50,=,200,nM,0,CHEMBL3112174,Inhibition of human recombinant HDAC4 catalytic domain using Boc_Lys_TFA as substrate after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,None
CHEMBL3109990,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccnnc1,IC50,=,1100,nM,0,CHEMBL3112174,Inhibition of human recombinant HDAC4 catalytic domain using Boc_Lys_TFA as substrate after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,None
CHEMBL396097,0,O=C(NO)C(c1ccccc1)c1ccccc1,IC50,=,250,nM,1,CHEMBL3112174,Inhibition of human recombinant HDAC4 catalytic domain using Boc_Lys_TFA as substrate after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,None
CHEMBL3310509,0,C[C@@H]1NC(=O)[C@H]2CCOCCSSCCCCC[C@H](NC(=O)[C@H]3CCCN3C1=O)C(=O)N2,IC50,=,11,nM,0,CHEMBL3366598,Inhibition of human HDAC4 using fluorescent substrate Ac-KGLGK(Ac)-MCA after 30 mins by fluorescence plate reader in presence of 0.1 mM dithiothreitol,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351719,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3233755,0,CC(C)c1cc(C(=O)N2CCc3onc(C(=O)NCCCCCCC(=O)NO)c3C2)c(O)cc1O,IC50,=,75900,nM,0,CHEMBL3238940,Inhibition of human HDAC-4 using RHKK(Ac) as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3232879,1,Scientific Literature,Eur J Med Chem,2014,None
CHEMBL4080014,0,Cc1nc2ccccc2n1Cc1ccc(C(=O)NO)cc1F,IC50,=,500,nM,0,CHEMBL4035204,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None
CHEMBL1830396,0,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNC(C)C,Ki,=,11,nM,0,CHEMBL1832523,Competitive inhibition of HDAC4 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None
CHEMBL2408241,0,COc1ccc(-c2ccccc(O)c2=O)c(OC)c1OC,Ki,>,20000,nM,0,CHEMBL2410189,Inhibition of human recombinant HDAC4 by Michaelis-Menten equation analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2407068,1,Scientific Literature,ACS Med Chem Lett,2013,None
CHEMBL2441614,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL27759,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4536105,0,COc1ncc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F,IC50,>,1000,nM,0,CHEMBL4312255,Inhibition of recombinant human full length HDAC4 expressed in baculovirus infected Sf9 insect cells using Ac-peptide as substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4311940,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1767045,1,CNC(=O)/C(CCCCC[C@@H](C(=O)Nc1ccccc1)N(Cc1ccc(OC)cc1)C(=O)OC(C)(C)C)=N\O,IC50,>,100000,nM,0,CHEMBL1767469,Inhibition of human HDAC4 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL3287255,0,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1C1CC1)NO,IC50,=,157.79,nM,0,CHEMBL3774117,Inhibition of full length His6-tagged GST-fused recombinant human HDAC4 expressed in High5 insect cells using Ac-Lys-Tyr-Lys (e-acetyl)-AMC as substrate after 24 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3769309,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL3770345,0,Nc1ccccc1NC(=O)CCCCNC(=O)c1nc(-c2nccs2)sc1C1CC1,IC50,=,2092.35,nM,0,CHEMBL3774117,Inhibition of full length His6-tagged GST-fused recombinant human HDAC4 expressed in High5 insect cells using Ac-Lys-Tyr-Lys (e-acetyl)-AMC as substrate after 24 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3769309,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL3310507,1,CC(C)[C@@H]1NC(=O)[C@H]2CCCCCSSCCCCC[C@H](NC(=O)[C@H]3CCCN3C1=O)C(=O)N2,IC50,>,100000,nM,0,CHEMBL3366593,Inhibition of human HDAC4 using fluorescent substrate Ac-KGLGK(Ac)-MCA after 30 mins by fluorescence plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351719,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3310511,1,CC(C)[C@@H]1NC(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@@H]2CCCCCSSCCCCC[C@@H](NC1=O)C(=O)N2,IC50,>,100000,nM,0,CHEMBL3366593,Inhibition of human HDAC4 using fluorescent substrate Ac-KGLGK(Ac)-MCA after 30 mins by fluorescence plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351719,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3688165,0,CC(C)CNC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,1200,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692574,0,CN(C)CCN(C)C(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,340,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692619,0,CC(C)[C@@H](CN(C)C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,15,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692625,0,CC(CO)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1F,IC50,=,500,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692642,0,Cc1ccc(NS(=O)(=O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)cc1,IC50,=,93,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL4469204,0,O=C(NO)C(c1ccc(-c2nccc(C(F)(F)F)n2)cc1)c1ccccc1F,IC50,=,119,nM,0,CHEMBL4310909,Inhibition of HDAC4 catalytic domain (648 to 1057 residues) (unknown origin) using Boc-Lys-TFA as substrate measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None
CHEMBL4454327,0,O=C(NO)C(c1ccc(-c2ncc(F)cn2)cc1)c1ccccc1F,IC50,=,25,nM,0,CHEMBL4310909,Inhibition of HDAC4 catalytic domain (648 to 1057 residues) (unknown origin) using Boc-Lys-TFA as substrate measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None
CHEMBL4456445,0,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,Kdiss,=,0.178,uM,0,CHEMBL4310924,Binding affinity to HDAC4 catalytic domain (648 to 1057 residues) (unknown origin) by surface plasmon resonance analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None
CHEMBL4437833,0,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,K,=,0.004,/s,0,CHEMBL4310906,Binding affinity to HDAC4 catalytic domain (648 to 1057 residues) (unknown origin) assessed as dissociation rate constant by surface plasmon resonance analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None
CHEMBL1923281,0,CCOc1ccc2nc(NC(=O)CCCCC(=O)NO)sc2c1,Inhibition,,,%,0,CHEMBL1925879,Inhibition of HDAC4 in human SW620 cells assessed as increase in histone H3 acetylation at 1 ug/ml after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SW-620,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1921717,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307944
CHEMBL1923285,0,Cc1ccc2nc(NC(=O)CCCCCCC(=O)NO)sc2c1,Inhibition,,,%,0,CHEMBL1925880,Inhibition of HDAC4 in human HL60 cells assessed as increase in histone H4 acetylation at 1 ug/ml after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1921717,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307654
CHEMBL3692638,0,O=S(=O)(Nc1ccccc1Cl)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,840,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692668,0,CCN(CC)C[C@H](NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1)C(C)C,IC50,=,9.8,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
