Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL398884,0,O=C(Nc1cc(-c2ccccc2)ccc1O)c1cccs1,Activity,,,,CHEMBL927765,Inhibition of HDAC5,B,BAO_0000357,single protein format,None,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1140803,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL3109980,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cc(Cl)c2c(c1)OCCO2,IC50,=,9,nM,CHEMBL3112173,Inhibition of human recombinant HDAC5 catalytic domain using Boc_Lys_TFA as substrate after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,4600,nM,CHEMBL3112173,Inhibition of human recombinant HDAC5 catalytic domain using Boc_Lys_TFA as substrate after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,None
CHEMBL4471619,0,O=C(NO)c1ccc(CN2c3ccccc3C[C@@H]3CCCC[C@H]32)cc1,IC50,=,27000,nM,CHEMBL4422770,Inhibition of human HDAC5 using fluorogenic HDAC substrate,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL272980,0,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,IC50,>,10000,nM,CHEMBL1050115,Inhibition of human recombinant N-terminal FLAG-tagged HDAC5 (620-1122) expressed in baculovirus after 10 mins by fluorimetric analysis,B,BAO_0000019,assay format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1155182,1,Scientific Literature,Bioorg Med Chem Lett,2009,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,=,0,%,CHEMBL3738432,Inhibition of human recombinant HDAC5 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None
CHEMBL3736503,0,O=C(CNC(=O)c1coc(-c2ccccc2O)n1)Nc1ccccc1,Inhibition,=,12.5,%,CHEMBL3738432,Inhibition of human recombinant HDAC5 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,13800,nM,CHEMBL3760291,Inhibition of HDAC5 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3758160,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL4532057,0,Fc1cccc2c1C1=NCCCN1C(=S)S2,IC50,>,50000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4443377,0,Fc1cccc2c1SC(=S)N1CCCN=C21,IC50,>,50000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4580307,0,Fc1cc(Br)cc2c1C1=NCCN1C(=S)S2,IC50,>,50000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4583053,0,S=C1Sc2cccc(I)c2C2=NCCN12,IC50,=,50000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4469327,0,S=C1Sc2c(Cl)cccc2C2=NCCN12,IC50,=,21000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4547343,0,S=C1Sc2ccccc2C2=NCCN12,IC50,>,50000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4442562,0,S=C1Sc2cccc(I)c2C2=NCCCN12,IC50,=,8000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4552300,0,S=C1Sc2ccc(Cl)cc2C2=NCCCN12,IC50,=,18000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4461819,0,Cc1ccc2c(c1)SC(=S)N1CCCN=C21,IC50,>,50000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL4534843,0,Cc1cccc2c1SC(=S)N1CCCN=C21,IC50,>,50000,nM,CHEMBL4409766,Inhibition of recombinant human full length N-terminal GST-tagged HDAC5 expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL3621298,1,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2,IC50,,,,CHEMBL3626712,Inhibition of HDAC5 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3621077,1,Scientific Literature,Medchemcomm,2014,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,6155,nM,CHEMBL2318995,Inhibition of human HDAC5 by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL2311425,1,Scientific Literature,J Med Chem,2013,None
CHEMBL55895,0,O=C(CCCc1ccccc1)NO,IC50,=,25000,nM,CHEMBL1680137,Inhibition of human recombinant HDAC5,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1671826,1,Scientific Literature,ACS Med Chem Lett,2011,None
CHEMBL1801238,0,O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2ccc(Cl)cc2)nc1,IC50,=,500,nM,CHEMBL1804722,Inhibition of human recombinant HDAC5 using fluor de Lys as substrate by fluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1800056,1,Scientific Literature,J Med Chem,2010,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,1100,nM,CHEMBL4422756,Inhibition of recombinant human C-terminal His-tagged HDAC5 (656 to 1122 residues) expressed in baculovirus-infected insect cells using 7-AMC-labelled HDAC substrate measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,<,50,%,CHEMBL2423462,Inhibition of recombinant human HDAC5 enzyme using Ac-LeuGlyLys (tfa)-AMC as substrate at 50 uM after 15 to 30 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL2417416,1,Scientific Literature,J Med Chem,2013,None
CHEMBL402727,2,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,1000,nM,CHEMBL4413547,Inhibition of recombinant full length N-terminal GST-tagged human HDAC5 expressed in baculovirus expression system using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4411315,1,Scientific Literature,J Med Chem,2019,None
CHEMBL3338417,0,O=C(NO)c1ccc2c(c1)C[C@@H](Nc1nccc(-c3cccnc3)n1)CC2,IC50,,,,CHEMBL3386359,Inhibition of HDAC5 (unknown origin) using fluorogenic peptide as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3351740,1,Scientific Literature,J Med Chem,2014,None
CHEMBL4456269,0,CN1CCC(CNC(=O)c2cccc(C(=O)NO)c2)(c2nc(-c3ccccc3)cs2)CC1,Ki,=,24300,nM,CHEMBL4368736,Inhibition of HDAC5 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4364347,1,Scientific Literature,Bioorg Med Chem,2019,None
CHEMBL1830420,0,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC,Ki,=,6.8,nM,CHEMBL1832524,Competitive inhibition of HDAC5 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,CHEMBL4042502,Inhibition of recombinant human HDAC5 using fluorogenic substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4041521,1,Scientific Literature,Eur J Med Chem,2017,None
CHEMBL55895,0,O=C(CCCc1ccccc1)NO,Ki,=,16000,nM,CHEMBL1216986,Inhibition of human HDAC5,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1212811,1,Scientific Literature,Nat Chem Biol,2010,None
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL4126661,0,CC1(C)c2cccc(C(=O)NO)c2CN1c1cnc(C(F)(F)F)cn1,IC50,>,10000,nM,CHEMBL4123089,Inhibition of full length recombinant human HDAC5 using fluorescent-labeled peptide as substrate by electrophoretic mobility shift assay,A,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4118189,1,Scientific Literature,Bioorg Med Chem Lett,2018,None
CHEMBL51085,None,,,,,,,,,,,,,,,,,,,,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,6,nM,CHEMBL1267841,Inhibition of HDAC5 by in vitro deacetylation assay,B,BAO_0000357,single protein format,None,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1255383,1,Scientific Literature,Nat Chem Biol,2010,None
CHEMBL1801250,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,378,nM,CHEMBL3238941,Inhibition of human HDAC-5 using RHKK(Ac) as substrate,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3232879,1,Scientific Literature,Eur J Med Chem,2014,None
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,>,30000,nM,CHEMBL2432122,Inhibition of human recombinant HDAC5 using acetyl-Lys(trifluoroacetyl)-AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL2429834,1,Scientific Literature,J Med Chem,2013,None
CHEMBL1631913,0,COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OC/C=C\2,IC50,=,55.4,nM,CHEMBL1634305,Inhibition of human HDAC5 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None
CHEMBL1767045,1,CNC(=O)/C(CCCCC[C@@H](C(=O)Nc1ccccc1)N(Cc1ccc(OC)cc1)C(=O)OC(C)(C)C)=N\O,IC50,=,76700,nM,CHEMBL1767470,Inhibition of human HDAC5 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL3622728,2,C/C=C1\NC(=O)c2csc(n2)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,IC50,>,10000,nM,CHEMBL3627133,Inhibition of recombinant human HDAC5 after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3621100,1,Scientific Literature,J Med Chem,2015,None
CHEMBL3622731,1,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSC(C)=O)OC(=O)[C@H](C(C)C)NC1=O,IC50,>,10000,nM,CHEMBL3627133,Inhibition of recombinant human HDAC5 after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3621100,1,Scientific Literature,J Med Chem,2015,None
CHEMBL4798571,0,CN(C)CCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCCC(=O)NO)cc3o2)cc1.Cl,IC50,>,10000,nM,CHEMBL4774038,Inhibition of recombinant human N-terminal GST-tagged HDAC-5 (617 to end residues) expressed in baculovirus infected in Sf9 cells using Boc-Lys (q-Ac)-AMC as substrate incubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4765432,1,Scientific Literature,Eur J Med Chem,2020,None
CHEMBL353581,0,O=C(CCCCCCC(=O)Nc1cccnc1)NO,Ki,=,4750,nM,CHEMBL1216986,Inhibition of human HDAC5,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1212811,1,Scientific Literature,Nat Chem Biol,2010,None
CHEMBL486686,1,CC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,IC50,=,3040,nM,CHEMBL1216992,Inhibition of recombinant HDAC5 assessed as inhibition of (S)-2-(2-((S)-2-acetamido-4-methylpentanamido)acetamido)-N-(4-methyl-2-oxo-2H-chromen-7-yl)-6-(2,,,,,,,,,,,,,,
CHEMBL2414098,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL3335298,0,O=C(CCCCc1ccn(Cc2ccc(-n3ccc4ccccc43)cc2)n1)NO,IC50,,,,CHEMBL3388843,Inhibition of human recombinant HDAC5 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,CHEMBL3794866,Inhibition of human recombinant C-terminal His-tagged HDAC5 (657 to 1123 residues) expressed in insect cells using Boc-K(TFA)-AMC as substrate incubated for 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3792358,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL4080014,0,Cc1nc2ccccc2n1Cc1ccc(C(=O)NO)cc1F,IC50,=,200,nM,CHEMBL4035205,Inhibition of HDAC5 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None
CHEMBL2448576,0,CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,IC50,>,10000,nM,CHEMBL1002516,Inhibition of wild type His-tagged HDAC5 catalytic domain T678-L1122 expressed in Escherichia coli,B,BAO_0000019,assay format,None,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1136937,1,Scientific Literature,J Med Chem,2009,None
CHEMBL483254,0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,Ki,=,57,nM,CHEMBL4236289,Inhibition of human recombinant HDAC5 using fluorogenic HDAC substrate class 2a after 30 mins by fluorimetrc method,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4229543,1,Scientific Literature,Bioorg Med Chem Lett,2018,None
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,>,10000,nM,CHEMBL4346124,Inhibition of recombinant human HDAC5 using Boc-Lys (trifluoroacetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,None
CHEMBL4517151,0,Cc1ccc(CN2CCC(c3noc(CN(C)c4ncc(C(=O)NO)cn4)n3)CC2)cc1,IC50,=,540,nM,CHEMBL4364745,Inhibition of recombinant full length N-terminal GST-tagged human HDAC5 expressed in baculovirus infected Sf9 cells using Ac-peptide-AMC as substrate after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4364248,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860
CHEMBL483254,0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,<,300,nM,CHEMBL2384804,Inhibition of HDAC5 (unknown origin) after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL2380312,1,Scientific Literature,J Med Chem,2013,None
CHEMBL2381524,0,O=C(/C=C/c1cccc(C(=O)NO)c1)Nc1ccccc1,IC50,=,26000,nM,CHEMBL2384804,Inhibition of HDAC5 (unknown origin) after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL2380312,1,Scientific Literature,J Med Chem,2013,None
CHEMBL4285001,2,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2ccc(OCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)nc2)cc1,Activity,,,,CHEMBL4254471,Induction of HDAC5 nuclear translocation in human HaCaT cells at 10 uM after 1 hr by immunofluorescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4251627,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL4542119,0,C=C(c1ccc(OC)c(/C=C/C(=O)NO)c1)c1cc(OC)c(OC)c(OC)c1,Inhibition,<,50,%,CHEMBL4326242,Inhibition of human recombinant HDAC5 at 10'-5 M after 30 mins using fluorogenic substrate by fluorimetric assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4325829,1,Scientific Literature,J Med Chem,2018,None
CHEMBL1767039,0,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2ccc(Cl)nc2)c1)=N\O,IC50,=,21000,nM,CHEMBL1767470,Inhibition of human HDAC5 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL1767046,0,CNC(=O)/C(CCCCC[C@H](NCc1ccc(OC)cc1)C(=O)Nc1ccccc1)=N\O,IC50,=,45800,nM,CHEMBL1767470,Inhibition of human HDAC5 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,16.5,nM,CHEMBL3238608,Inhibition of human HDAC5 using fluorogenic tetrapeptide RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3232764,1,Scientific Literature,Eur J Med Chem,2014,None
CHEMBL2408778,1,Nc1ncnc2c1c(-c1ccc(Cl)cc1)nn2-c1cccc(-c2cnnn2CCCCCC(=O)NO)c1,IC50,=,3891,nM,CHEMBL2410761,Inhibition of HDAC5 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL2406958,1,Scientific Literature,ACS Med Chem Lett,2013,None
CHEMBL1851943,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL3605506,1,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](c3ccccc3)[C@H](c3ccccc3)O2)cc1,IC50,>,100000,nM,CHEMBL3606704,Inhibition of HDAC5 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None
CHEMBL3670674,2,Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2[nH]c(-c3ccsc3)cc2-c2ccc(O)cc2)cc1,IC50,=,222,nM,CHEMBL3707889,Enzyme Assay: The reactions were carried out in a 96-well microplate for fluorometry in a 50 μl reaction volume. After the deacetylation reaction,,,,,,,,,,,,,,
CHEMBL4862147,2,CC(C)(C)Nc1c(-c2cccc(-c3nc4cc(-c5noc(C(F)(F)F)n5)ccc4[nH]3)c2)nc2ccccn12,Ratio IC50,>,33,,CHEMBL4813492,Potency index,,,,,,,,,,,,,,
CHEMBL4176214,0,COc1cc2ccn(CCOc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)c2cc1OC,IC50,>,10000,nM,CHEMBL4143554,Inhibition of full length recombinant human HDAC5 preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence assay,A,BAO_0000357,single protein format,Homo sapiens,CHEMBL2563,Histone deacetylase 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4138235,1,Scientific Literature,Eur J Med Chem,2018,None
