Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL3980019,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3914310,1,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3901188,2,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3960271,1,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3605497,0,Nc1ccccc1NC(=O)c1ccc(CNC2=NC(c3cccc(F)c3)CO2)cc1,Inhibition,,,%,CHEMBL3606790,Inhibition of HDAC in human U937 cells assessed as reduction in cyclin E expression in at 10 uM incubated for 24 hrs by Western blotting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,CHEMBL3308006
CHEMBL1808160,0,CCCC(/C=C/c1ccccc1)n1cc(/C=C/C(=O)NO)nn1,IC50,=,132,nM,CHEMBL1810335,Inhibition of HDAC in human HeLa cells using Ac-Arg-Gly-Lys(Ac)-AMC as fluorescent substrate after 20 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1806473,1,Scientific Literature,Eur J Med Chem,2011,CHEMBL3308376
CHEMBL1688185,0,COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1O2,EC50,=,200,nM,CHEMBL1696265,Inhibition of HDAC activity in human NB4 cells assessed as acetylation of histone H3 after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688193,0,O=C(CCCCCN1C(=O)c2ccccc2Oc2ccc(Cl)cc21)NO,EC50,=,530,nM,CHEMBL1696267,Inhibition of HDAC activity in human NB4 cells assessed as acetylation of histone H4 after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688195,0,CN1c2ccccc2C(=O)N(CCCCCC(=O)NO)c2ccccc21,Ratio,=,14,,CHEMBL1696268,Inhibition of HDAC activity in human NB4 cells assessed as maximum acetylation of histone H4 at EC50 concentration after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL4752855,1,COC(c1c(F)cccc1Cl)c1c[nH]c2ncc(-c3c(C)noc3C)cc12,IC50,=,291,nM,CHEMBL4725767,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4725227,1,Scientific Literature,J Med Chem,2020,None
CHEMBL4740417,1,Cc1ccccc1Cc1cn(CCCCCC(=O)NO)c2ccc(-c3c(C)noc3C)cc12,IC50,=,291,nM,CHEMBL4725767,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4725227,1,Scientific Literature,J Med Chem,2020,None
CHEMBL3233711,0,O=C(/C=C/c1cccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(Cl)cc2)c1)NO,IC50,=,369.8,nM,CHEMBL3372358,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351443,1,Scientific Literature,Eur J Med Chem,2015,CHEMBL3308376
CHEMBL4445138,0,Cn1c(Sc2c(F)cc(C(=O)NO)cc2F)nnc1-c1cccs1,Inhibition,,,%,CHEMBL4416942,Inhibition of HDAC in human 697 cells assessed as increase in H3 acetylation at 111 to 333 nM incubated for 16 hrs by ELISA,A,BAO_0000219,cell-based format,Homo sapiens,None,None,697,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4414648,1,Scientific Literature,J Med Chem,2019,CHEMBL3308147
CHEMBL4445138,0,Cn1c(Sc2c(F)cc(C(=O)NO)cc2F)nnc1-c1cccs1,Inhibition,,,%,CHEMBL4416940,Inhibition of HDAC in human 697 cells assessed as increase in H3 acetylation at 1000 nM incubated for 16 hrs by ELISA,A,BAO_0000219,cell-based format,Homo sapiens,None,None,697,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4414648,1,Scientific Literature,J Med Chem,2019,CHEMBL3308147
CHEMBL4470302,0,Cn1c(Sc2c(F)cc(C(=O)NO)cc2F)nnc1-c1ncccc1F,Inhibition,,,%,CHEMBL4416940,Inhibition of HDAC in human 697 cells assessed as increase in H3 acetylation at 1000 nM incubated for 16 hrs by ELISA,A,BAO_0000219,cell-based format,Homo sapiens,None,None,697,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4414648,1,Scientific Literature,J Med Chem,2019,CHEMBL3308147
CHEMBL4556171,0,Cn1c(Sc2c(F)cc(C(=O)NO)cc2F)nnc1-c1cccnn1,Inhibition,,,%,CHEMBL4416940,Inhibition of HDAC in human 697 cells assessed as increase in H3 acetylation at 1000 nM incubated for 16 hrs by ELISA,A,BAO_0000219,cell-based format,Homo sapiens,None,None,697,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4414648,1,Scientific Literature,J Med Chem,2019,CHEMBL3308147
CHEMBL3337769,2,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,105,nM,CHEMBL3419624,Inhibition of HDAC (unknown origin) using Fluor de Lys substrate after 2 hrs by microplate reader,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3414525,1,Scientific Literature,Eur J Med Chem,2015,None
CHEMBL3417195,2,O=C(CCCCCCCC(=O)N1C/C=C/COCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,IC50,=,334,nM,CHEMBL3419624,Inhibition of HDAC (unknown origin) using Fluor de Lys substrate after 2 hrs by microplate reader,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3414525,1,Scientific Literature,Eur J Med Chem,2015,None
CHEMBL3417186,1,O=C(CCCCCN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,IC50,=,152,nM,CHEMBL3419624,Inhibition of HDAC (unknown origin) using Fluor de Lys substrate after 2 hrs by microplate reader,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3414525,1,Scientific Literature,Eur J Med Chem,2015,None
CHEMBL4280828,0,CCCCCCCCc1ccc(CC(=O)[C@@H]2C[C@@H](OP(=O)(O)O)CN2)cc1.Cl,Inhibition,,,%,CHEMBL4269119,Inhibition of HDAC in human HeLa cell extract at 10 to 20 uM after 15 to 30 mins by COLOR DE LYS-based colorimetric method,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4265978,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL4759072,1,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,Inhibition,,,%,CHEMBL4736821,Inhibition of HDAC in human NCI-H1975 cells assessed as increase in histone H3 acetylation at 2.5 uM after 1 to 12 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4732162,1,Scientific Literature,Eur J Med Chem,2021,None
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1808166,0,O=C(/C=C/c1cn(C(/C=C/c2ccccc2)C2CCCC2)nn1)NO,IC50,=,115,nM,CHEMBL1810335,Inhibition of HDAC in human HeLa cells using Ac-Arg-Gly-Lys(Ac)-AMC as fluorescent substrate after 20 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1806473,1,Scientific Literature,Eur J Med Chem,2011,CHEMBL3308376
CHEMBL27759,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2441614,1,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL27759,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4448385,0,CC(C)c1cc(C(=O)N(C)c2ccc(NC(=O)CCCCCCCC(=O)NO)cc2)c(O)cc1O,Inhibition,,,%,CHEMBL4376427,Inhibition of HDAC in human H1975 cells assessed as alpha tubulin acetylation after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4373735,1,Scientific Literature,Eur J Med Chem,2020,None
CHEMBL2204666,0,O=C(CCCCC(CC(=O)Nc1ccccc1)c1ccccc1)NO,Activity,=,51,%,CHEMBL2210419,Inhibition of HDAC in human Hela cell lysate using Fluor-de-Lys as substrate assessed as remaining activity at 2.5 x 10'-7 M pretreated for 30 mins before substrate addition by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2203062,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308376
CHEMBL2204667,0,CC(CCCCC(=O)NO)CC(=O)Nc1ccccc1,Activity,=,22,%,CHEMBL2210417,Inhibition of HDAC in human Hela cell lysate using Fluor-de-Lys as substrate assessed as remaining activity at 1x 10'-6 M pretreated for 30 mins before substrate addition by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2203062,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308376
CHEMBL2204666,0,O=C(CCCCC(CC(=O)Nc1ccccc1)c1ccccc1)NO,IC50,=,344,nM,CHEMBL2210428,Inhibition of HDAC in human Hela cell lysate using Fluor-de-Lys as substrate compound pretreated for 30 mins before substrate addition by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2203062,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308376
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,7.5,nM,CHEMBL3388272,Inhibition of HDAC in human HeLa cell extract after 15 mins by fluorescence assay,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3352210,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308376
CHEMBL3355252,0,COc1cccc(/C=C2\Oc3ccccc3C2=O)c1OC,Inhibition,=,12,%,CHEMBL3388271,Inhibition of HDAC in human HeLa cell extract at 100 uM after 15 mins by fluorescence assay,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3352210,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308376
CHEMBL4530175,0,COc1ccc(/C=C(\C)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCCCC(=O)NO,Inhibition,=,19.89,%,CHEMBL4396818,Inhibition of HDAC in human HeLa cell nuclear extracts at 1 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4393743,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308376
CHEMBL4461278,0,CCCC(CCC)C(=O)N(C)/N=N/c1ccc(C(N)=O)cc1,Activity,=,79.8,%,CHEMBL4394263,Inhibition of HDAC in human HeLa nuclear extract assessed as enzyme residual activity at 100 uM using Boc-Lys(acetyl)-AMC as substrate and measured after 15 mins by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4393663,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308376
CHEMBL4436838,0,CCCC(CCC)C(=O)N(C)/N=N/c1ccc(C)cc1,Activity,=,93.5,%,CHEMBL4394265,Inhibition of HDAC in human HeLa nuclear extract assessed as enzyme residual activity at 25 uM using Boc-Lys(acetyl)-AMC as substrate and measured after 15 mins by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4393663,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308376
CHEMBL428721,3,NC1=NC(=O)C2N=C(CNc3ccc(C(=O)N[C@@H](CCC(=O)NCCSSCCCCCCC(=O)Nc4ncc(-c5ccccc5)s4)C(=O)O)cc3)C=NC2=N1,IC50,=,270,nM,CHEMBL896567,Inhibition of HDAC in HeLa cells in presence of DTT after 30 mins by fluorescent activity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1149539,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3308376
CHEMBL234193,0,CCCCC(CCCCCC(=O)Nc1ccccc1)C(=O)NO,IC50,=,72000,nM,CHEMBL892570,Inhibition of HDAC by fluorescent assay,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1147201,1,Scientific Literature,Bioorg Med Chem Lett,2007,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,,,%,CHEMBL1921209,Inhibition of HDAC in human HepG2 cells assessed as increase in histone H4 acetylation at 1 to 10 uM after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,CHEMBL3307718
CHEMBL1909946,0,COc1cccc(S(=O)(=O)N2CCC(CCCC(=O)NO)CC2)c1,Inhibition,=,67,%,CHEMBL1912765,Inhibition of HDAC in human HeLa cell extract assessed as fluorophore release at 1 uM by fluorescence spectrophotometry,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1909626,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308376
CHEMBL1909954,0,COc1ccc(S(=O)(=O)N2CCC(CCCC(=O)NO)CC2)c(OC)c1,IC50,,,,CHEMBL1912767,Inhibition of HDAC in human HeLa cell extract assessed as fluorophore release by fluorescence spectrophotometry,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1909626,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308376
CHEMBL1909955,0,COc1ccc(S(=O)(=O)N2CCC(CCCC(=O)NO)CC2)cc1OC,IC50,=,317,nM,CHEMBL1912767,Inhibition of HDAC in human HeLa cell extract assessed as fluorophore release by fluorescence spectrophotometry,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1909626,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308376
CHEMBL561209,0,COc1ccc(-c2ccc(/C=C/C(=O)NO)cc2)cc1,Activity,,,,CHEMBL1034728,Inhibition of HDAC in human IGROV1 cells assessed as histone-H4 acetylation at IC50 after 4 hrs by Western blot,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IGROV-1,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1158371,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3307502
CHEMBL4204082,0,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)NO)cc4)n3)cc2nn1C,IC50,=,11300,nM,CHEMBL4195370,Inhibition of HDAC in human HeLa cell nuclear extract using fluorogenic Boc-Lys(acetyl)-AMC as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence-based assay,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4190394,1,Scientific Literature,J Med Chem,2018,None
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,=,1800,nM,CHEMBL4195370,Inhibition of HDAC in human HeLa cell nuclear extract using fluorogenic Boc-Lys(acetyl)-AMC as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence-based assay,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4190394,1,Scientific Literature,J Med Chem,2018,None
CHEMBL477772,0,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,IC50,,,,CHEMBL4195370,Inhibition of HDAC in human HeLa cell nuclear extract using fluorogenic Boc-Lys(acetyl)-AMC as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence-based assay,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4190394,1,Scientific Literature,J Med Chem,2018,None
CHEMBL598797,0,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,IC50,=,4.4,nM,CHEMBL4339257,Inhibition of HDAC (unknown origin) in human HeLa cell nuclear extract using Color de Lys as substrate,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4339181,1,Scientific Literature,J Med Chem,2019,CHEMBL3308376
CHEMBL4249195,0,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCC(=O)NO)ccc32)c(O)cc1O,IC50,>,10000,nM,CHEMBL4231358,Inhibition of HDAC in human HeLa nuclear extract using Ac-Lys(Ac)-pNA as substrate measured after 30 mins by fluorometric analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4229357,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL1240580,0,O=C(CCCCc1cc(CO)no1)Nc1ccccc1,Inhibition,=,0,%,CHEMBL1246057,Inhibition of HDAC in human HeLa cells at 10 uM after 15 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1240475,1,Scientific Literature,Eur J Med Chem,2010,CHEMBL3308376
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL249223,0,COc1ccccc1CN1CCC=C(CCC(=O)NO)C1=O,IC50,=,860,nM,CHEMBL924463,Inhibition of HDAC in HeLa cell lysates,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1140539,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3308376
CHEMBL3605502,0,Nc1ccccc1NC(=O)c1ccc(CNC2=NC[C@@H](c3ccccc3)O2)cc1,Inhibition,,,%,CHEMBL3606791,Inhibition of HDAC in human PC3 cells assessed as reduction in cyclin E expression in at 10 uM incubated for 24 hrs by Western blotting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PC-3,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,CHEMBL3307570
CHEMBL2178763,3,O=C(NCCSSCCNC(=O)/C(Cc1c[nH]c2ccc(OCc3ccccc3)cc12)=N/O)/C(Cc1c[nH]c2ccc(OCc3ccccc3)cc12)=N/O,Inhibition,,,%,CHEMBL2187889,Inhibition of HDAC in human U937 cells assessed as induction of histone H3 acetylation at 5 uM after 30 hrs by cytofluorimetric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2177007,1,Scientific Literature,J Med Chem,2012,CHEMBL3308006
CHEMBL557066,0,O=C(/C=C/c1ccc(-c2ccc(Cl)cc2)cc1)NO,Activity,,,,CHEMBL1036486,Inhibition of HDAC in human IGROV1 cells assessed as p53 acetylation at IC80 after 48 hrs by Western blot,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IGROV-1,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1158371,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3307502
CHEMBL551486,0,O=C(/C=C/c1ccc(-c2ccc(CO)cc2)cc1)NO,Activity,,,,CHEMBL1036486,Inhibition of HDAC in human IGROV1 cells assessed as p53 acetylation at IC80 after 48 hrs by Western blot,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IGROV-1,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1158371,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3307502
CHEMBL3330356,2,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(NC(=O)CCCCCCC(=O)NO)[C@@H]5CC[C@]43C)[C@H]12,Inhibition,=,56,%,CHEMBL3389461,Inhibition of HDAC (unknown origin) at 50 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351412,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL3335369,0,COc1cc(/C=C/c2ccc(OC)c(NC(=O)CCCCCCC(=O)NO)c2)cc(OC)c1,FC,=,6.48,,CHEMBL3384104,Inhibition of HDAC in human U937 cells assessed as hyperacetylation of histone H1 at Lys 9/4 residues at 5 uM after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351540,1,Scientific Literature,ACS Med Chem Lett,2014,CHEMBL3308006
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,FC,=,5.36,,CHEMBL3384111,Inhibition of HDAC in human MCF7 cells assessed as hyperacetylation of p53 at Lys 382 residue at 5 uM after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351540,1,Scientific Literature,ACS Med Chem Lett,2014,CHEMBL3308403
CHEMBL482165,0,CC(=O)SCC(=O)c1ccc(S(=O)(=O)Nc2ccc(OC(F)(F)F)cc2)cc1,EC50,=,1000,nM,CHEMBL946689,Inhibition of histone deacetylase in human HeLa cells assessed as induction of histone H3 hyperacetylation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141002,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376
CHEMBL521243,0,CC(=O)SCC(=O)c1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,EC50,=,950,nM,CHEMBL946689,Inhibition of histone deacetylase in human HeLa cells assessed as induction of histone H3 hyperacetylation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141002,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376
CHEMBL482345,0,CC(=O)SCC(=O)c1ccc(NS(=O)(=O)c2ccccc2Cl)cc1,EC50,=,850,nM,CHEMBL946689,Inhibition of histone deacetylase in human HeLa cells assessed as induction of histone H3 hyperacetylation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141002,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376
CHEMBL480562,0,CC(=O)SCC(=O)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,EC50,=,280,nM,CHEMBL946689,Inhibition of histone deacetylase in human HeLa cells assessed as induction of histone H3 hyperacetylation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141002,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376
CHEMBL475468,0,CC(=O)SCC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCO3)cc1,EC50,=,88,nM,CHEMBL946689,Inhibition of histone deacetylase in human HeLa cells assessed as induction of histone H3 hyperacetylation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141002,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376
CHEMBL3221064,0,COC(=O)c1cc(OCCCCSc2nc(-c3ccccc3)cc(=O)[nH]2)cc(C(=O)OC)n1,Inhibition,,,%,CHEMBL3224212,Inhibition of HDAC in human U937 cells assessed as increase in histone H3 acetylation at 50 uM after 24 hrs by western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3217483,1,Scientific Literature,Medchemcomm,2012,CHEMBL3308006
