Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL1767034,,None,381.48,0,4.21,18,CNC(=O)/C(CCCCCCC(=O)Nc1ccc(-c2ccccc2)cc1)=N\O,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL4237803,,None,347.37,0,1.51,27,COc1ccc(Nc2c(NCCCCCC(=O)NO)c(=O)c2=O)cc1,Ki,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4236291,Inhibition of human recombinant HDAC9 using fluorogenic HDAC substrate class 2a after 30 mins by fluorimetrc method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4229543,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,
CHEMBL271102,,None,436.51,1,6.3,79a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3827611,,None,340.4,0,3.97,BRD7232,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)[C@@H]1C[C@H]2CC[C@@H](C1)O2,IC50,>,33330,nM,,,,UO_0000065,,,,,0,CHEMBL3828940,Inhibition of C-terminal His-tagged human recombinant HDAC9 (604 to 1066 residues) expressed in baculovirus coexpressed in fall armyworm Sf9 cells using carboxyfluorescein (FAM)-labeled acetylated/ trifluoroacetylated peptide as substrate after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3826926,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308860,,
CHEMBL3309288,,None,345.4,0,2.43,31,COc1ccc2cc(C(=O)NCCCCCCC(=O)NO)ccc2n1,IC50,=,34,nM,7.47,,,UO_0000065,21.62,0.41,5.04,7.43,0,CHEMBL3373902,Inhibition of human HDAC9 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3351757,1,Scientific Literature,Bioorg Med Chem,2014,None,,
CHEMBL4635034,,None,461.99,1,5.28,13,O=C(/C=C/c1ccc(CNCCCN2c3ccccc3CCc3ccc(Cl)cc32)cc1)NO,IC50,,,,,,Not Active,,,,,,0,CHEMBL4604156,Inhibition of human HDAC9 using fluorogenic Boc-Lys(trifluoroacetyl)-AMC as substrate by fluorescence based analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4602647,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL4744479,,None,400.5,0,3.16,36,O=C(NO)c1ccc(CN2c3ccccc3S(=O)(=O)C[C@@H]3CCCC[C@@H]32)cc1,IC50,>,8000,nM,,,,UO_0000065,,,,,0,CHEMBL4673878,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4673207,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL3329622,,None,772.05,3,5.03,5,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSSC[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)OC1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3366358,Inhibition of HDAC9 (unknown origin) incubated for 30 mins in presence of BSA and DTT by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3352121,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL1631915,,None,454.52,0,4.08,(R)-9,COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OC/C=C\2,IC50,=,302,nM,6.52,,,UO_0000065,14.34,0.27,2.44,6.14,0,CHEMBL1634307,Inhibition of human HDAC9 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL1631916,,None,456.54,0,4,(R/S)-10,COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OCCC2,IC50,=,336,nM,6.47,,,UO_0000065,14.18,0.27,2.47,6.1,0,CHEMBL1634307,Inhibition of human HDAC9 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,Tubastastin A,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,>,5000,nM,,,,UO_0000065,,,,,0,CHEMBL5119742,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys (trifluoroacetyl) AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,TIME = 3.0 hr,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,,,ND,,,,,,0,CHEMBL5118511,Inhibition of HDAC9 (unknown origin) by colorimetric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5113502,1,Scientific Literature,Eur J Med Chem,2022,None,,
CHEMBL1851943,PRACINOSTAT,3,358.49,0,3.24,Pracinostat,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,Ki,=,24,nM,7.62,,,UO_0000065,21.26,0.4,4.38,10.83,0,CHEMBL3598919,Inhibition of human HDAC9,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3596180,1,Scientific Literature,Bioorg Med Chem,2015,None,,
CHEMBL186311,VALPROPYLHYDROXAMIC ACID,None,159.23,0,1.71,6,CCCC(CCC)C(=O)NO,IC50,=,91000,nM,4.04,,,UO_0000065,25.38,0.5,2.33,8.19,0,CHEMBL1680139,Inhibition of human recombinant HDAC9,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1671826,1,Scientific Literature,ACS Med Chem Lett,2011,None,,
CHEMBL4525406,,None,527.57,2,5.27,11; TMP942,CN1CCC(CNC(=O)c2cccc(-c3noc(C(F)(F)F)n3)c2)(c2nc(-c3ccccc3)cs2)CC1,Ki,=,8,nM,8.1,,,UO_0000065,15.35,0.3,2.83,9.62,0,CHEMBL4368738,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4364347,1,Scientific Literature,Bioorg Med Chem,2019,None,,
CHEMBL4576281,,None,526.39,2,0.02,59; A363007,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCP(=O)(O)O)P(=O)(O)O)cc1,IC50,=,7840,nM,5.11,,,UO_0000065,9.7,0.2,5.09,2.03,0,CHEMBL4368738,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4364347,1,Scientific Literature,Bioorg Med Chem,2019,None,,
CHEMBL4576281,,None,526.39,2,0.02,59; A363007,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCP(=O)(O)O)P(=O)(O)O)cc1,IC50,>,40000,nM,,,,UO_0000065,,,,,0,CHEMBL4368749,Inhibition of HDAC9 in human HeLa nuclear extract using Boc-Lys(Ac)-AMC as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorometric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4364347,1,Scientific Literature,Bioorg Med Chem,2019,CHEMBL3308376,,
CHEMBL4757446,,None,275.28,0,2.46,9,Nc1ccc(Cc2ccc(OCC(=O)O)cc2F)cc1,Inhibition,<,50,%,,,,UO_0000187,,,,,0,CHEMBL4683757,Inhibition of HDAC9 (unknown origin) at 10 uM relative to control,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680157,1,Scientific Literature,Eur J Med Chem,2020,None,Dose = 10.0 microM,
CHEMBL4792416,,None,327.42,0,4.06,3,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(N)c(C(C)C)c1,Inhibition,<,50,%,,,,UO_0000187,,,,,0,CHEMBL4683757,Inhibition of HDAC9 (unknown origin) at 10 uM relative to control,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680157,1,Scientific Literature,Eur J Med Chem,2020,None,Dose = 10.0 microM,
CHEMBL3260857,,None,242.26,0,0.66,1,C[C@@H](NC(=O)c1cccc(=S)n1O)C(=O)O,IC50,=,58000,nM,4.24,,,UO_0000065,17.49,0.36,3.58,4.63,0,CHEMBL3620825,Inhibition of HDAC9 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC fluorogenic acetylated peptide substrate by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3616411,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL5075135,,None,469.42,0,3.15,15; TO-317,O=C(NO)c1ccc(CN(Cc2cccnc2)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,IC50,=,2750,nM,5.56,,,UO_0000065,11.85,0.24,2.41,5.58,0,CHEMBL5042570,Inhibition of full length human HDAC9 using FAM-labeled acetylated peptide as substrate by electrophoretic mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5042469,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL1083086,,None,372.22,0,1.95,5g,O=C(CCCCCNC(=O)NC(=O)c1ccc(Br)cc1)NO,Ki,=,6,nM,8.22,,,UO_0000065,22.09,0.51,6.27,7.65,0,CHEMBL1119901,Inhibition of HDAC9,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1155491,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL3288489,,None,338.47,0,4.77,IYS-15,O=C(CCCCCCS)Nc1nc(-c2ccc(F)cc2)cs1,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL3292909,Inhibition of human HDAC9 at 0.1 uM by HDAC-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3286192,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL3617543,,None,171.18,0,1.15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4784006,,None,360.24,0,2.43,54; PTG-0861,O=C(NO)c1ccc(CNC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,IC50,>,1000,nM,,,,UO_0000065,,,,,0,CHEMBL4708177,Inhibition of recombinant full length human HDAC9 expressed in SF9 baculovirus using FAM- labelled acetylated peptide as substrate measured by Electrophoretic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4706499,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL564382,,None,407.47,1,5.35,4o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,1000,nM,,,,UO_0000065,,,,,0,CHEMBL4773584,Inhibition of recombinant human full-length N-terminal GST-tagged HDAC9 (1 to 1069 residues) expressed in wheat germ expression system using Ac-Leu-Gly-Lys(Tfa)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4765420,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5 hr,
CHEMBL4781177,,None,537.66,1,4.13,23g,COc1cc(OC)c2c(N3CCN(C)CC3)nc(-c3cc(C)c(OCCCCCC(=O)NO)c(C)c3)nc2c1,IC50,>,1000,nM,,,,UO_0000065,,,,,0,CHEMBL4773584,Inhibition of recombinant human full-length N-terminal GST-tagged HDAC9 (1 to 1069 residues) expressed in wheat germ expression system using Ac-Leu-Gly-Lys(Tfa)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4765420,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5 hr,
CHEMBL4534486,,None,372.43,0,3,16; OJI-1,O=C(NO)[C@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#CC1CC1,IC50,>,20000,nM,,,,UO_0000065,,,,,0,CHEMBL4431259,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428137,1,Scientific Literature,ACS Med Chem Lett,2016,None,,
CHEMBL3675765,,None,420.51,0,4.65,BDBM124207,O=C(CCCCCCN(c1ccccn1)c1cc(OCc2ccccc2)ccn1)NO,IC50,=,423,nM,6.37,,253394,UO_0000065,15.16,0.28,1.72,7.28,0,CHEMBL3707491,In Vitro Assay: In vitro HDAC assays were performed using a HDAC fluorescent activity assay kit (Biomol,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL406800,,None,177.23,0,2.13,79b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3086767,,None,278.35,0,1.87,1; SCA; isolated,CCOC(=O)NCCCC(=O)NCCc1ccccc1,Inhibition,=,75,%,,,,UO_0000187,,,,,0,CHEMBL4430663,Inhibition of recombinant C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus expression system using fluorogenic substrate at 10 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL3086768,,None,250.3,0,1.02,SCA-SAHA hybrid,O=C(CCCC(=O)NCCc1ccccc1)NO,Inhibition,=,70,%,,,,UO_0000187,,,,,0,CHEMBL4430663,Inhibition of recombinant C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus expression system using fluorogenic substrate at 10 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL3086768,,None,250.3,0,1.02,SCA-SAHA hybrid,O=C(CCCC(=O)NCCc1ccccc1)NO,IC50,=,5000,nM,5.3,,,UO_0000065,21.18,0.4,4.28,6.76,0,CHEMBL4430693,Inhibition of recombinant C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus expression system using fluorogenic substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL4087897,,None,431.45,0,4,19,COc1ccc(-c2cc(-c3ccoc3)c(C(=O)NCc3ccc(C(=O)NO)cc3)[nH]2)cc1,IC50,=,160,nM,6.8,,,UO_0000065,15.75,0.29,2.8,5.83,0,CHEMBL4035234,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus expression system after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL498271,,None,316.35,0,3.49,3a; isoCA-4,C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4326246,Inhibition of human recombinant HDAC9 at 10'-5 M after 30 mins using fluorogenic substrate by fluorimetric assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4325829,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL3670669,,None,502.57,2,5.93,BDBM119696,COc1ccc(-c2cc(-c3ccccc3)[nH]c2C(=O)NCc2ccc(C(=O)Nc3ccccn3)cc2)cc1,IC50,=,59,nM,7.23,,246762,UO_0000065,14.38,0.26,1.3,7.52,0,CHEMBL3707961,Enzyme Assay: The reactions were carried out in a 96-well microplate for fluorometry in a 50 μl reaction volume. After the deacetylation reaction,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3338418,,None,361.4,0,2.63,32,O=C(NO)c1ccc2c(c1)C[C@H](Nc1nccc(-c3cccnc3)n1)CC2,IC50,=,35000,nM,4.46,,,UO_0000065,12.33,0.23,1.83,4.45,0,CHEMBL3386363,Inhibition of HDAC9 (unknown origin) using fluorogenic peptide as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3351740,1,Scientific Literature,J Med Chem,2014,None,,
CHEMBL4212186,,None,467.55,0,3.45,44b; CM-407,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)s4)ccc3OCC)nc12,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4198945,Inhibition of human HDAC9,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4196089,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL3220924,,None,451.57,0,4.5,3,CC(=O)N1c2ccc(-c3ccccc3)cc2[C@H](NC(=O)CCCCCCC(=O)NO)C[C@@H]1C,IC50,=,930,nM,6.03,,,UO_0000065,13.36,0.25,1.53,6.11,0,CHEMBL3224044,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3217474,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,Trichostatin A,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4042505,Inhibition of recombinant human HDAC9 using fluorogenic substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4041521,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL3675761,,None,328.42,0,3.38,BDBM124203,Cc1ccc(N(CCCCCCC(=O)NO)c2ccccn2)nc1,IC50,=,759,nM,6.12,,253380,UO_0000065,18.63,0.35,2.74,7.81,0,CHEMBL3707491,In Vitro Assay: In vitro HDAC assays were performed using a HDAC fluorescent activity assay kit (Biomol,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,Vor.,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,316,nM,6.5,,,UO_0000065,24.59,0.47,4.03,8.29,0,CHEMBL3243337,Inhibition of human HDAC-9 using RHKK(Ac) as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3232837,1,Scientific Literature,J Med Chem,2014,None,,
CHEMBL4172420,,None,541.65,2,5.31,6f,COc1cc2ccn(CCCCOc3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2c(OC)c1OC,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4143556,Inhibition of C-terminal His-tagged recombinant human HDAC9 expressed in baculovirus infected Sf9 insect cells preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4138235,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL27759,ENTINOSTAT,3,376.42,0,3.34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3220923,,None,476.57,0,3.79,2,CC(=O)N1c2ccc(NC(=O)CCCCCCC(=O)NO)cc2[C@H](NC(=O)OC(C)C)C[C@@H]1C,IC50,=,61660,nM,4.21,,,UO_0000065,8.83,0.17,0.42,3.07,0,CHEMBL3224044,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3217474,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL470843,,None,365.82,0,1.69,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,38,nM,7.42,,,UO_0000065,24.54,0.46,4.84,10.66,1,CHEMBL960039,Inhibition of human HDAC9,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1153969,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL5205415,,None,404.47,0,3.25,6,O=C(/C=C/c1ccc(CNc2ccc3nc4n(c(=O)c3c2)CCCCC4)cc1)NO,IC50,=,4320,nM,5.37,,,UO_0000065,13.26,0.24,2.11,5.57,0,CHEMBL5118511,Inhibition of HDAC9 (unknown origin) by colorimetric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5113502,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR
CHEMBL5088034,,None,481.57,0,4.09,9b,O=C(CCCSC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc2ccccc12)NO,IC50,>,200,nM,,,,UO_0000065,,,,,0,CHEMBL5056744,Inhibition of human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(acetyl)-AMC as fluorogenic substrate measured after 1 hr by flourescence plate reader method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5055644,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,
CHEMBL4177129,,None,357.41,0,2.61,6c,O=C(NO)c1ccc(CN(CCCCO)C(=O)Nc2ccccc2)cc1,IC50,=,29700,nM,4.53,,,UO_0000065,12.67,0.24,1.92,4.44,0,CHEMBL4729576,Inhibition of human HDAC9 expressed in HEK293/T17 cells pre-incubated for 10 mins before Boc-Lys(TFA)-AM substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4725372,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL5206361,,None,1075.26,None,None,12,CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,,,,,,ND,,,,,,0,CHEMBL5130700,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,
CHEMBL5173493,,None,370.46,0,4.16,35m,CCNNC(=O)c1ccc(CN2c3ccccc3C=Cc3ccncc32)cc1,IC50,>,5000,nM,,,,UO_0000065,,,,,0,CHEMBL5119742,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys (trifluoroacetyl) AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,TIME = 3.0 hr,
