Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL487253,0,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,IC50,=,107,nM,CHEMBL3707487,Enzymatic Assay: Hydroxamic acid is a well know metal-chelating agent,,,,,,,,,,,,,,
CHEMBL555906,0,O=C(/C=C/c1cccc(-c2ccc(O)cc2)c1)NO,IC50,=,320,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL556332,0,O=C(/C=C/c1ccc(-c2ccc(O)cc2)cc1)NO,IC50,=,590,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235663,1,CC(C)c1cc(C(C)C)c(C(C)C)cc1CS(=O)(=O)Nc1ccc(/C=C\C(=O)NO)cc1,IC50,=,600,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL317814,0,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccccc2)cc1)NO,IC50,=,200,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235265,0,O=C(CCCCCCCC(=O)c1ccc(N2CCCCC2)cc1)NO,IC50,=,9.5,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235258,0,O=C(CCCCCCCC(=O)c1ccc(C(F)(F)F)cc1)NO,IC50,=,45,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235256,0,COc1ccccc1C(=O)CCCCCCCC(=O)NO,IC50,=,95,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL95835,0,COc1ccc(C(=O)CCCCCCC(=O)NO)cc1,IC50,=,450,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,>,10000,nM,CHEMBL4346122,Inhibition of recombinant full length human C-terminal His-tagged HDAC8 expressed in baculovirus infected Sf9 cells using Boc-Lys (trifluoroacetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,1100,nM,CHEMBL1772083,Inhibition of full length HDAC8 assessed as 7-amino-4-methylcoumarin release from fluorophore conjugated substrate after 5 mins by fluorescence assay,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1770095,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL96051,0,O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO,IC50,=,1520,nM,CHEMBL4329361,Inhibition of recombinant C-terminal His-tagged human HDAC8 (1 to 377 residues) expressed in Baculovirus infected insect cells using RHK-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None
CHEMBL2312167,0,Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1C,IC50,=,833,nM,CHEMBL2318993,Inhibition of human HDAC8 by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2311425,1,Scientific Literature,J Med Chem,2013,None
CHEMBL505410,None,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(NC(=O)CCCCCCC(=O)OC)cc3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,,,,CHEMBL1015471,Inhibition of HDAC8 from human HeLa cells nuclear extract by cell free fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1139366,1,Scientific Literature,J Med Chem,2009,CHEMBL3308376
CHEMBL3797939,0,O=C(NO)c1ccc(Cl)c(NC(=O)c2cccc(OCc3ccccc3)c2)c1,IC50,=,214.4,nM,CHEMBL3803862,Inhibition of recombinant human HDAC8 using Fluor de Lys as substrate preincubated for 90 mins followed by BML-KI176 addition measured after 45 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3797085,1,Scientific Literature,J Med Chem,2016,None
CHEMBL504040,3,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,=,1020,nM,CHEMBL1015471,Inhibition of HDAC8 from human HeLa cells nuclear extract by cell free fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1139366,1,Scientific Literature,J Med Chem,2009,CHEMBL3308376
CHEMBL1797991,1,COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@@H](N)Cc2ccccc2)cc1.Cl,IC50,=,368,nM,CHEMBL1799896,Inhibition of HDAC8 after 30 mins by fluorescence microplate reader,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1795318,1,Scientific Literature,J Med Chem,2011,None
CHEMBL3421748,0,Cc1ccc(-c2noc(CNCc3ccc(C(=O)NO)cc3)n2)cc1,IC50,=,1250,nM,CHEMBL3425298,Inhibition of recombinant HDAC8 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3421568,1,Scientific Literature,Eur J Med Chem,2015,None
CHEMBL3356939,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL3775654,0,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCCC(=O)NO,IC50,=,5189,nM,CHEMBL3778477,Inhibition of human recombinant HDAC8 using AMC labeled AC-peptide as substrate incubated for 1 hr by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3774354,1,Scientific Literature,J Med Chem,2016,None
CHEMBL1722433,0,Cc1cc(O)nc(SCC(=O)NCCc2ccccc2)n1,IC50,>,100000,nM,CHEMBL1804897,Inhibition of recombinant HDAC8 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL3670665,0,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3ccc(O)cc3)cc2-c2ccsc2)cc1,IC50,=,340.1,nM,CHEMBL3707820,Enzyme Assay: The reactions were carried out in a 96-well microplate for fluorometry in a 50 μl reaction volume. After the deacetylation reaction,,,,,,,,,,,,,,
CHEMBL2337852,0,O=c1c(O)cccn1Cc1ccccc1,Inhibition,,,%,CHEMBL2343612,Inhibition of HDAC8 (unknown origin) after 60 mins by SAMDI spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2331483,1,Scientific Literature,J Med Chem,2013,None
CHEMBL52209,0,Cn1cccc(O)c1=O,Inhibition,,,%,CHEMBL2343612,Inhibition of HDAC8 (unknown origin) after 60 mins by SAMDI spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2331483,1,Scientific Literature,J Med Chem,2013,None
CHEMBL2337860,0,O=c1c(O)cccn1Cc1ccc(-c2ccncc2)cc1,Inhibition,,,%,CHEMBL2343612,Inhibition of HDAC8 (unknown origin) after 60 mins by SAMDI spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2331483,1,Scientific Literature,J Med Chem,2013,None
CHEMBL2337863,0,Oc1cccn(Cc2cn(-c3ccccc3)nn2)c1=S,IC50,=,1570,nM,CHEMBL2343612,Inhibition of HDAC8 (unknown origin) after 60 mins by SAMDI spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2331483,1,Scientific Literature,J Med Chem,2013,None
CHEMBL227170,2,N[C@@H](Cc1ccc(O)cc1)C(=O)Nc1ccccc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1,IC50,=,2060,nM,CHEMBL889423,Inhibition of His-tagged HDAC8 expressed in Sf9 cells by fluorescence-based assay,B,BAO_0000219,cell-based format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1145385,1,Scientific Literature,J Med Chem,2007,CHEMBL3308860
CHEMBL3605504,0,Nc1ccccc1NC(=O)c1ccc(CNC2=NC(c3ccccc3)(c3ccccc3)CO2)cc1,IC50,=,53500,nM,CHEMBL3606699,Inhibition of His-flagged recombinant HDAC8 (unknown origin) expressed in Escherichia coli BL21 pre-incubated for 15 mins before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None
CHEMBL3605493,0,Nc1ccccc1NC(=O)c1ccc(CSC2=N[C@@H](Cc3ccccc3)CO2)cc1,IC50,=,88000,nM,CHEMBL3606699,Inhibition of His-flagged recombinant HDAC8 (unknown origin) expressed in Escherichia coli BL21 pre-incubated for 15 mins before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None
CHEMBL3736184,0,O=C(NCc1cccc2ccccc12)c1coc(-c2ccccc2O)n1,Inhibition,=,10.6,%,CHEMBL3738435,Inhibition of human recombinant HDAC8 at 20 uM using Ac-RHK(Ac)K(Ac)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None
CHEMBL569546,0,CN1CCN(Cc2ccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)c3)cc2)CC1,Activity,,,,CHEMBL1046985,Inhibition of HDAC8,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1156799,1,Scientific Literature,J Med Chem,2010,None
CHEMBL569731,0,CN1CCN(c2ccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)cc2)CC1,Activity,,,,CHEMBL1046985,Inhibition of HDAC8,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1156799,1,Scientific Literature,J Med Chem,2010,None
CHEMBL4642817,0,Cc1ccc(NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)c2ccc(C(=O)NO)cc2)cc1,IC50,=,5500,nM,CHEMBL4610130,Inhibition of HDAC8 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4609972,1,Scientific Literature,Eur J Med Chem,2019,None
CHEMBL2371801,1,,,,,,,,,,,,,,,,,,,,,
CHEMBL2371802,1,,,,,,,,,,,,,,,,,,,,,
CHEMBL141082,0,O=CN(O)CCCCCC(=O)Nc1ccccc1,IC50,=,6800,nM,CHEMBL695893,Inhibition of Histone deacetylase 8 (HDAC8) of HeLa nuclear extracts,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1137945,1,Scientific Literature,Bioorg Med Chem Lett,2004,None
CHEMBL141909,0,O=CN(O)CCCCCCCC(=O)Nc1ccc2ccccc2c1,IC50,=,780,nM,CHEMBL695893,Inhibition of Histone deacetylase 8 (HDAC8) of HeLa nuclear extracts,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1137945,1,Scientific Literature,Bioorg Med Chem Lett,2004,None
CHEMBL4647039,0,Cl.N[C@H](Cc1ccccc1)C(=O)N1CCN(c2ccccc2)CC1,IC50,>,600000,nM,CHEMBL4617410,Inhibition of HDAC8 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4616609,1,Scientific Literature,Bioorg Med Chem Lett,2020,None
CHEMBL4641186,0,CNCc1ccc2c(c1)CN(C(=O)[C@H](N)Cc1ccc(Cl)cc1Cl)C2.Cl.Cl,IC50,=,176,nM,CHEMBL4617410,Inhibition of HDAC8 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4616609,1,Scientific Literature,Bioorg Med Chem Lett,2020,None
CHEMBL3286732,0,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CC2)CNC(=O)O3)nc1,IC50,=,20000,nM,CHEMBL3294943,Inhibition of His-tagged full-length human recombinant HDAC8 expressed in Escherichia coli using acetyl-lysine containing peptide as substrate preincubated for 10 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3286368,1,Scientific Literature,ACS Med Chem Lett,2014,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,243,nM,CHEMBL3102461,Inhibition of human HDAC8 using RHK(Ac)K(Ac) as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL2401844,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)c1cn(CCCCC(=O)NO)nn1,IC50,=,5000,nM,CHEMBL2406451,Inhibition of human recombinant HDAC8 after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2401729,1,Scientific Literature,J Med Chem,2013,None
CHEMBL1934901,2,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1nc(-c2ccccc2)cs1,Ratio,=,2,,CHEMBL1937200,Ratio of SAHA Kd to compound Kd for recombinant human HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1932952,1,Scientific Literature,Bioorg Med Chem,2012,None
CHEMBL2047684,0,O=C(CCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O)NO,IC50,=,1500,nM,CHEMBL2050425,Inhibition of human recombinant HDAC8 using Boc-lys(Ac)-AMC as substrate preincubated for 20 mins with substrate measured after 60 mins by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2046381,1,Scientific Literature,J Med Chem,2012,None
CHEMBL2057829,0,[N-]=[N+]=NCCC(=O)Nc1ccc(C(=O)Nc2cc(N=[N+]=[N-])ccc2N)cc1,Inhibition,,,%,CHEMBL2059991,Inhibition of human recombinant HDAC8 using BML-KI-178 as substrate at 10 uM by spectrofluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2057127,1,Scientific Literature,Bioorg Med Chem Lett,2012,None
CHEMBL2047540,0,O=C(NCCS)/C(Cc1ccc(O)c(Br)c1)=N/O,IC50,=,1300,nM,CHEMBL2050425,Inhibition of human recombinant HDAC8 using Boc-lys(Ac)-AMC as substrate preincubated for 20 mins with substrate measured after 60 mins by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2046381,1,Scientific Literature,J Med Chem,2012,None
CHEMBL2371803,1,CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@H](CCCCSCC(=O)C(F)(F)F)NC(=O)[C@H]2CCCN2C1=O,IC50,=,230,nM,CHEMBL827903,Inhibition of human histone deacetylase 8 prepared from 293T cells,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1137993,1,Scientific Literature,Bioorg Med Chem Lett,2004,None
CHEMBL4444219,0,CCCNNC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O=C(O)C(F)(F)F,IC50,=,1755,nM,CHEMBL4346122,Inhibition of recombinant full length human C-terminal His-tagged HDAC8 expressed in baculovirus infected Sf9 cells using Boc-Lys (trifluoroacetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860
CHEMBL4213341,1,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)Nc5ccccc5N)cc4)n3)cc2nn1C,IC50,,,,CHEMBL4195388,Inhibition of HDAC8 (unknown origin) using fluorogenic Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence-based assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4190394,1,Scientific Literature,J Med Chem,2018,None
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL4087897,0,COc1ccc(-c2cc(-c3ccoc3)c(C(=O)NCc3ccc(C(=O)NO)cc3)[nH]2)cc1,IC50,=,150,nM,CHEMBL4035233,Inhibition of full length human HDAC8 expressed in an E. coli expression system using AMC-labeled RHKAcKAc as substrate after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None
CHEMBL356769,2,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,=,1270,nM,CHEMBL2432120,Inhibition of human recombinant HDAC8 using RHKAcKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2429834,1,Scientific Literature,J Med Chem,2013,None
CHEMBL472250,3,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,=,1390,nM,CHEMBL1015471,Inhibition of HDAC8 from human HeLa cells nuclear extract by cell free fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1139366,1,Scientific Literature,J Med Chem,2009,CHEMBL3308376
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL2012813,1,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,=,2000,nM,CHEMBL2014773,Inhibition of HDAC8 in human HeLa cells nuclear extract using Arg-His-Lys(Ac)-Lys(Ac)-AMC as substrate after 30 mins by spectrophotometry,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2010669,1,Scientific Literature,ACS Med Chem Lett,2011,CHEMBL3308376
CHEMBL3098604,0,Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1,IC50,=,52,nM,CHEMBL3102461,Inhibition of human HDAC8 using RHK(Ac)K(Ac) as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL3098690,0,O=C(CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1ccccc1)NO,IC50,=,161,nM,CHEMBL3102461,Inhibition of human HDAC8 using RHK(Ac)K(Ac) as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL485919,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL437029,2,C[C@H]1CN(c2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cn2)CCN1C(=O)OCc1ccccc1,IC50,>,50000,nM,CHEMBL947928,Inhibition of HDAC8,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1143185,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL4445342,1,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CCCCC(=O)NO)c2c(=O)n1-c1ccccc1,IC50,=,385,nM,CHEMBL4405134,Inhibition of recombinant C-terminal His-fusion tagged and N-terminal Streptavidin2-tagged human HDAC8 (1 to 377 residues) expressed in insect cells using fluorogenic peptide p53 residues 379-382 (RHK(Ac)K(Ac)AMC) as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None
CHEMBL573339,0,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,IC50,,,,CHEMBL4405134,Inhibition of recombinant C-terminal His-fusion tagged and N-terminal Streptavidin2-tagged human HDAC8 (1 to 377 residues) expressed in insect cells using fluorogenic peptide p53 residues 379-382 (RHK(Ac)K(Ac)AMC) as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None
CHEMBL2337862,0,CN(C)c1ccc(-n2cc(Cn3cccc(O)c3=S)nn2)cc1,IC50,=,1868,nM,CHEMBL3707509,Fluor de Lys Assay: Fluor de Lys is a fluorescence based HDAC activity assay comprising a combination of fluorogenic Histone deAcetylase Lysyl substrate and a developer. The kit is a highly sensitive and convenient alternative to radiolabeled,,,,,,,,,,,,,,
CHEMBL3110286,0,Oc1cccn(CCCCn2cc(-c3ccccc3)nn2)c1=S,IC50,=,3303,nM,CHEMBL3707509,Fluor de Lys Assay: Fluor de Lys is a fluorescence based HDAC activity assay comprising a combination of fluorogenic Histone deAcetylase Lysyl substrate and a developer. The kit is a highly sensitive and convenient alternative to radiolabeled,,,,,,,,,,,,,,
CHEMBL2170174,2,COc1cc(COc2ccc(NC(=O)CCCCCCC(=O)OCc3ccc(CN=[N+]=[N-])cc3)cc2)cc(N=[N+]=[N-])c1,Activity,,,,CHEMBL2175139,Binding affinity to human recombinant HDAC8 expressed in Escherichia coli assessed as enzyme biotinylation level at 1.5 uM under non denaturating condition after 3 hrs by Western blot-based photoaffinity labelling method in presence of 37.5 and 75 uM PCI34051,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2169804,1,Scientific Literature,Bioorg Med Chem Lett,2012,None
